,image_id,pos_caption,neg_caption,subject,pos_verb,object,neg_verb
0,exercising_255.jpg,A man exercises his torso.,A man lifts his torso.,man,exercises,torso,lifts
1,turning_172.jpg,A male child turns his head.,A male child lifts his head.,male,turns,head,lifts
2,preaching_116.jpg,A preacher preaches to the onlooker.,A preacher speaks to the onlooker.,preacher,preaches,onlooker,speaks
3,displaying_251.jpg,A man displays a certificate.,A man carries a certificate.,man,displays,certificate,carries
4,unveiling_139.jpg,The people unveil the prize.,The people offer the prize.,people,unveil,prize,offer
5,unveiling_74.jpg,A man unveils a statue.,A man carves a statue.,man,unveils,statue,carves
6,sucking_143.jpg,A woman sucks on a candy cane.,A woman sits on a candy cane.,woman,sucks,cane,sits
7,clapping_56.jpg,A toddler claps out a hand.,A toddler stretches out a hand.,toddler,claps,hand,stretches
8,parachuting_100.jpg,The people parachute into the parachute.,The people climb into the parachute.,people,parachute,parachute,climb
9,reading_114.jpg,A girl reads a book.,A girl writes a book.,girl,reads,book,writes
10,teaching_68.jpg,A teacher teaches a student.,A teacher helps a student.,teacher,teaches,student,helps
11,peeing_5.jpg,A dog pees on a fireplug.,A dog sits on a fireplug.,dog,pees,fireplug,sits
12,arching_231.jpg,A man arches his back.,A man turns his back.,man,arches,back,turns
13,rehabilitating_199.jpg,A woman rehabilitates a person.,A woman helps a person.,woman,rehabilitates,person,helps
14,packaging_199.jpg,The people package the food.,The people eat the food.,people,package,food,eat
15,paying_50.jpg,A person pays another person.,A person helps another person.,person,pays,person,helps
16,nuzzling_181.jpg,A horse nuzzles a horse.,A horse rides a horse.,horse,nuzzles,horse,rides
17,counting_103.jpg,A person counts money.,A person pays money.,person,counts,money,pays
18,wringing_140.jpg,A person wrings out a towel.,A person pulls out a towel.,person,wrings,towel,pulls
19,shopping_132.jpg,A woman shops produce.,A woman sells produce.,woman,shops,produce,sells
20,socializing_320.jpg,The people socialize with the people.,The people talk with the people.,people,socialize,people,talk
21,talking_27.jpg,A man talks with a cellular telephone.,A man calls with a cellular telephone.,man,talks,telephone,calls
22,disembarking_35.jpg,The people disembark from ship.,The people emerge from ship.,people,disembark,ship,emerge
23,drooling_170.jpg,A baby drools over clothing.,A baby kicks over clothing.,baby,drools,clothing,kicks
24,lacing_36.jpg,A woman laces up a gym shoe.,A woman pulls up a gym shoe.,woman,laces,shoe,pulls
25,tackling_110.jpg,A person tackles another person.,A person eats another person.,person,tackles,person,eats
26,riding_24.jpg,A man rides the raft.,A man boards the raft.,man,rides,raft,boards
27,boating_46.jpg,A person boats a motorboat.,A person drives a motorboat.,person,boats,motorboat,drives
28,nuzzling_264.jpg,A wife nuzzles her husband.,A wife serves her husband.,wife,nuzzles,husband,serves
29,kneading_7.jpg,A woman kneads dough.,A woman bakes dough.,woman,kneads,dough,bakes
30,disembarking_135.jpg,The people disembark an airplane.,The people board an airplane.,people,disembark,airplane,board
31,applauding_36.jpg,A guest applauds a speaker.,A guest provides a speaker.,guest,applauds,speaker,provides
32,inflating_144.jpg,A man inflates his mouth.,A man drops his mouth.,man,inflates,mouth,drops
33,rowing_259.jpg,The people row in a boat.,The people sit in a boat.,people,row,boat,sit
34,carving_74.jpg,A person carves wood.,A person burns wood.,person,carves,wood,burns
35,talking_247.jpg,A man talks to a person.,A man leads to a person.,man,talks,person,leads
36,reading_10.jpg,A woman reads through a book.,A woman flips through a book.,woman,reads,book,flips
37,disciplining_110.jpg,A woman disciplines a male child.,A woman teaches a male child.,woman,disciplines,child,teaches
38,complaining_6.jpg,A woman complains to a cockroach.,A woman speaks to a cockroach.,woman,complains,cockroach,speaks
39,puckering_109.jpg,A woman puckers her lip.,A woman bites her lip.,woman,puckers,lip,bites
40,encouraging_24.jpg,A young buck encourages a girl.,A young buck chases a girl.,young,encourages,girl,chases
41,talking_258.jpg,A man talks to a man.,A man calls to a man.,man,talks,man,calls
42,hurling_20.jpg,A man hurls the ball.,A man chases the ball.,man,hurls,ball,chases
43,sitting_155.jpg,A dog sits beside a dog.,A dog kneels beside a dog.,dog,sits,dog,kneels
44,biting_235.jpg,A woman bites her shoe.,A woman examines her shoe.,woman,bites,shoe,examines
45,heaving_42.jpg,A man heaves a rock.,A man rides a rock.,man,heaves,rock,rides
46,bothering_202.jpg,A woman bothers the usher.,A woman calls the usher.,woman,bothers,usher,calls
47,reading_119.jpg,An old man reads through a book.,An old man turns through a book.,old,reads,book,turns
48,falling_136.jpg,A sprinter falls off a racetrack.,A sprinter pulls off a racetrack.,sprinter,falls,racetrack,pulls
49,disembarking_34.jpg,The people disembark from a ferry.,The people board a ferry.,people,disembark,ferry,board
50,admiring_240.jpg,A person admires a woman.,A person calls a woman.,person,admires,woman,calls
51,smelling_2.jpg,A male child smells the flow.,A male child breaks the flow.,male,smells,flow,breaks
52,whistling_112.jpg,An old man whistles with a finger.,An old man pokes with a finger.,old,whistles,finger,pokes
53,grilling_61.jpg,A person grills a chicken.,A person calls a chicken.,person,grills,chicken,calls
54,encouraging_98.jpg,A child encourages such a child.,A child calls such a child.,child,encourages,child,calls
55,teaching_34.jpg,A man teaches a woman.,A man chases a woman.,man,teaches,woman,chases
56,burning_145.jpg,A man burns a card game.,A man calls a card game.,man,burns,game,calls
57,flexing_38.jpg,A man flexes his biceps.,A man rubs his biceps.,man,flexes,biceps,rubs
58,unveiling_98.jpg,A woman unveils the brass.,A woman bites the brass.,woman,unveils,brass,bites
59,nipping_115.jpg,A horse nips a horse.,A horse drives a horse.,horse,nips,horse,drives
60,sniffing_185.jpg,A dog sniffs the ground.,A dog bites the ground.,dog,sniffs,ground,bites
61,slipping_77.jpg,A woman slips into the ground.,A woman presses into the ground.,woman,slips,ground,presses
62,wrinkling_117.jpg,A woman wrinkles her face.,A woman turns her face.,woman,wrinkles,face,turns
63,disembarking_110.jpg,The people disembark a raft.,The people assemble a raft.,people,disembark,raft,assemble
64,unveiling_154.jpg,The people unveil a painting.,The people paint a painting.,people,unveil,painting,paint
65,encouraging_19.jpg,A parent encourages such a girl.,A parent teaches such a girl.,parent,encourages,girl,teaches
66,scolding_172.jpg,A parent scolds a child.,A parent teaches a child.,parent,scolds,child,teaches
67,lacing_64.jpg,A man laces up his shoe.,A man kicks up his shoe.,man,laces,shoe,kicks
68,encouraging_117.jpg,A woman encourages a female child.,A woman teaches a female child.,woman,encourages,child,teaches
69,heaving_86.jpg,A man heaves a dumbbell.,A man swings a dumbbell.,man,heaves,dumbbell,swings
70,flexing_148.jpg,A man flexes his torso.,A man stretches his torso.,man,flexes,torso,stretches
71,working_152.jpg,A man works the table.,A man circles the table.,man,works,table,circles
72,confronting_51.jpg,A goat confronts a goat.,A goat bites a goat.,goat,confronts,goat,bites
73,encouraging_131.jpg,A man encourages a child.,A man chases a child.,man,encourages,child,chases
74,speaking_41.jpg,A woman speaks in person.,A woman works in person.,woman,speaks,person,works
75,gambling_253.jpg,A man gambles on a chip.,A man chews on a chip.,man,gambles,chip,chews
76,paying_168.jpg,A man pays a cashier.,A man turns a cashier.,man,pays,cashier,turns
77,flipping_208.jpg,The people flip a boat.,The people board a boat.,people,flip,boat,board
78,hunching_21.jpg,A man hunches over his chess set.,A man knocks over his chess set.,man,hunches,set,knocks
79,sucking_58.jpg,A butterfly sucks on a flower.,A butterfly sits on a flower.,butterfly,sucks,flower,sits
80,socializing_108.jpg,A dog socializes with a dog.,A dog interviews with a dog.,dog,socializes,dog,interviews
81,teaching_41.jpg,A woman teaches a child.,A woman leads a child.,woman,teaches,child,leads
82,turning_102.jpg,A soccer player turns his head.,A soccer player ducks his head.,soccer,turns,head,ducks
83,pressing_82.jpg,A man presses the plunger.,A man punches the plunger.,man,presses,plunger,punches
84,shelling_55.jpg,A chef shells up an oyster.,A chef lights up an oyster.,chef,shells,oyster,lights
85,twisting_143.jpg,A woman twists her torso.,A woman stretches her torso.,woman,twists,torso,stretches
86,training_27.jpg,A teacher trains the class.,A teacher leads the class.,teacher,trains,class,leads
87,commuting_47.jpg,The people commute by bicycle.,The people communicate by bicycle.,people,commute,bicycle,communicate
88,begging_156.jpg,A beaver begs a woman.,A beaver chases a woman.,beaver,begs,woman,chases
89,spanking_55.jpg,A woman spanks her daughter.,A woman embraces her daughter.,woman,spanks,daughter,embraces
90,kneading_231.jpg,A man kneads dough.,A man bakes dough.,man,kneads,dough,bakes
91,nipping_206.jpg,A puppy nips a finger.,A puppy licks a finger.,puppy,nips,finger,licks
92,boating_16.jpg,A person boats a boat.,A person drives a boat.,person,boats,boat,drives
93,encouraging_174.jpg,A woman encourages a male child.,A woman teaches a male child.,woman,encourages,child,teaches
94,tugging_328.jpg,A dog tugs a rope.,A dog throws a rope.,dog,tugs,rope,throws
95,chiseling_6.jpg,A man chisels a rock.,A man butts a rock.,man,chisels,rock,butts
96,scolding_110.jpg,A father scolds a male child.,A father teaches a male child.,father,scolds,child,teaches
97,restraining_144.jpg,A person restrains another person.,A person destroys another person.,person,restrains,person,destroys
98,butting_237.jpg,A man butts a woman.,A man chases a woman.,man,butts,woman,chases
99,disembarking_6.jpg,The people disembark from the airplane.,The people emerge from the airplane.,people,disembark,airplane,emerge
100,working_14.jpg,A person works with art.,A person confronts with art.,person,works,art,emerge
101,tugging_29.jpg,A person tugs a power cord.,A person opers a power cord.,person,tugs,cord,opers
102,tackling_130.jpg,A football player tackles a running back.,A football player throws a running back.,football,tackles,back,throws
103,wrinkling_31.jpg,A girl wrinkles her nose.,A girl twists her nose.,girl,wrinkles,nose,twists
104,arching_3.jpg,A cat arches over the spinal column.,A cat leaps over the spinal column.,cat,arches,column,leaps
105,calling_227.jpg,A man calls for a land line.,A man works for a land line.,man,calls,line,works
106,hunching_176.jpg,A man hunches on a golf club.,A man swings on a golf club.,man,hunches,club,chases
107,kicking_168.jpg,A man kicks a soccer ball.,A man chases a soccer ball.,man,kicks,ball,chases
108,ailing_51.jpg,A man ails her arm.,A man punches her arm.,man,ails,arm,punches
109,encouraging_181.jpg,A man encourages a woman.,A man chases a woman.,man,encourages,woman,chases
110,giggling_187.jpg,A woman giggles with a man.,A woman sits with a man.,woman,giggles,man,sits
111,asking_51.jpg,A young buck asks for a girl.,A young buck falls for a girl.,young,asks,girl,falls
112,commuting_35.jpg,The people commute by train.,The people board by train.,people,commute,train,board
113,reading_206.jpg,A middle-aged man reads a book.,A middle-aged man examines a book.,middle-aged,reads,book,examines
114,shelving_223.jpg,A man shelves a bottle.,A man pushes a bottle.,man,shelves,bottle,pushes
115,wrinkling_12.jpg,A male child wrinkles his brow.,A male child arches his brow.,male,wrinkles,brow,arches
116,typing_200.jpg,A person types with a keyboard.,A person works with a keyboard.,person,types,keyboard,works
117,foraging_177.jpg,A couple forages for a plant.,A couple falls for a plant.,couple,forages,plant,falls
118,paying_206.jpg,A customer pays a cashier.,A customer drives a cashier.,customer,pays,cashier,drives
119,foraging_17.jpg,A man forages for a flower.,A man asks for a flower.,man,forages,flower,asks
120,sitting_183.jpg,A man sits on a roof.,A man lands on a roof.,man,sits,roof,lands
121,ducking_52.jpg,A man ducks for a punch.,A man asks for a punch.,man,ducks,punch,asks
122,working_223.jpg,A farmer works on picking.,A farmer sits on picking.,farmer,works,picking,sits
123,typing_116.jpg,A woman types with a keyboard.,A woman sits with a keyboard.,woman,types,keyboard,sits
124,tackling_9.jpg,A football player tackles all the opposition.,A football player reads all the opposition.,football,tackles,opposition,reads
125,waving_199.jpg,The people wave a flag.,The people ask a flag.,people,wave,flag,ask
126,tilling_2.jpg,A man tills up a cultivator.,A man kicks up a cultivator.,man,tills,cultivator,kicks
127,drooling_37.jpg,A baby drools on a bib.,A baby sits on a bib.,baby,drools,bib,sits
128,sowing_0.jpg,A farmer sows his hand.,A farmer waves his hand.,farmer,sows,hand,waves
129,admiring_372.jpg,A woman admires a baby.,A woman kicks a baby.,woman,admires,baby,kicks
130,carving_5.jpg,A man carves from limestone.,A man emerges from limestone.,man,carves,limestone,emerges
131,calling_134.jpg,A woman calls for a land line.,A woman works for a land line.,woman,calls,line,works
132,wrinkling_25.jpg,A male child wrinkles his nose.,A male child pushes his nose.,male,wrinkles,nose,pushes
133,pedaling_42.jpg,A rider pedals a bicycle.,A rider drives a bicycle.,rider,pedals,bicycle,drives
134,wringing_111.jpg,A woman wrings out a swab.,A woman whips out a swab.,woman,wrings,swab,whips
135,wagging_64.jpg,A dog wags a tail.,A dog displays a tail.,dog,wags,tail,displays
136,rehabilitating_94.jpg,A woman rehabilitates her leg.,A woman kicks her leg.,woman,rehabilitates,leg,kicks
137,nipping_199.jpg,A shark nips a man.,A shark attacks a man.,shark,nips,man,attacks
138,sowing_154.jpg,A person sows a finger.,A person waves a finger.,person,sows,finger,waves
139,lacing_178.jpg,A man laces up a gym shoe.,A man buttons up a gym shoe.,man,laces,shoe,buttons
140,tripping_200.jpg,A woman trips across a floor.,A woman slips across a floor.,woman,trips,floor,slips
141,reading_59.jpg,A congressman reads Isaiah.,A congressman asks Isaiah.,congressman,reads,isaiah,asks
142,admiring_152.jpg,A person admires a person.,A person leads a person.,person,admires,person,leads
143,commuting_49.jpg,The people commute by bus.,The people work by bus.,people,commute,bus,work
144,encouraging_88.jpg,A woman encourages a young toddler.,A woman chases a young toddler.,woman,encourages,toddler,chases
145,juggling_30.jpg,A man juggles a bowling pin.,A man swings a bowling pin.,man,juggles,pin,swings
146,teaching_202.jpg,A woman teaches people.,A woman reads people.,woman,teaches,people,reads
147,descending_98.jpg,The people descend on foot.,The people work on foot.,people,descend,foot,work
148,peeing_301.jpg,The people pee on the grass.,The people sit on the grass.,people,pee,grass,sit
149,examining_246.jpg,A man examines the ground.,A man sniffs the ground.,man,examines,ground,sniffs
150,sucking_49.jpg,A horse sucks her breast.,A horse licks her breast.,horse,sucks,breast,licks
151,working_233.jpg,The people work in a garden.,The people sit in a garden.,people,work,garden,sit
152,reassuring_67.jpg,A mother reassures her daughter.,A mother teaches her daughter.,mother,reassures,daughter,teaches
153,teaching_238.jpg,A coach teaches a student.,A coach leads a student.,coach,teaches,student,leads
154,shouting_344.jpg,A man shouts at another man.,A man stares at another man.,man,shouts,man,stares
155,tilling_285.jpg,A farmer tills a cultivator.,A farmer pays a cultivator.,farmer,tills,cultivator,pays
156,applauding_173.jpg,A person applauds the President of the United States.,A person counts the President of the United States.,person,applauds,states,counts
157,biting_302.jpg,A man bites into a branch.,A man carves into a branch.,man,bites,branch,carves
158,twirling_58.jpg,A woman twirls her hair.,A woman twists her hair.,woman,twirls,hair,twists
159,camping_239.jpg,The people camp in a tent.,The people sit in a tent.,people,camp,tent,sit
160,buttoning_129.jpg,A man buttons up a sweater.,A man folds up a sweater.,man,buttons,sweater,folds
161,wringing_15.jpg,A woman wrings fabric.,A woman sews fabric.,woman,wrings,fabric,sews
162,gardening_114.jpg,A person gardens a spade.,A person bites a spade.,person,gardens,spade,bites
163,scolding_80.jpg,A man scolds a man.,A man butts a man.,man,scolds,man,butts
164,scolding_203.jpg,A woman scolds a male child.,A woman teaches a male child.,woman,scolds,child,teaches
165,disembarking_87.jpg,A boatman disembarks from the ship.,A boatman emerges from the ship.,boatman,disembarks,ship,emerges
166,fording_250.jpg,A driver fords a sport utility.,A driver drives a sport utility.,driver,fords,utility,drives
167,reassuring_118.jpg,A mother reassures her child.,A mother guards her child.,mother,reassures,child,guards
168,coaching_123.jpg,A coach coaches a team.,A coach leads a team.,coach,coaches,team,leads
169,sitting_168.jpg,A man sits on a rock.,A man slips on a rock.,man,sits,rock,slips
170,puckering_119.jpg,A man puckers his lip.,A man bites his lip.,man,puckers,lip,bites
171,teaching_172.jpg,A woman teaches a female child.,A woman provides a female child.,woman,teaches,child,provides
172,inserting_326.jpg,A person inserts a toilet.,A person blocks a toilet.,person,inserts,toilet,blocks
173,browsing_100.jpg,A woman browses my shirt.,A woman buttons my shirt.,woman,browses,shirt,buttons
174,slipping_35.jpg,A man slips to the ground.,A man leaps to the ground.,man,slips,ground,leaps
175,ramming_156.jpg,A train rams the car.,A train tows the car.,train,rams,car,tows
176,lifting_110.jpg,A man lifts weight.,A man measures weight.,man,lifts,weight,measures
177,nipping_40.jpg,A puppy nips a dog.,A puppy chases a dog.,puppy,nips,dog,chases
178,dialing_63.jpg,A person dials a telephone.,A person speaks a telephone.,person,dials,telephone,speaks
179,stretching_291.jpg,A person stretches their neck.,A person checks their neck.,person,stretches,neck,checks
180,reassuring_119.jpg,A woman reassures her child.,A woman guards her child.,woman,reassures,child,guards
181,chiseling_221.jpg,A man chisels a statue.,A man chases a statue.,man,chisels,statue,chases
182,slouching_163.jpg,A woman slouches in a chair.,A woman sits in a chair.,woman,slouches,chair,sits
183,buttoning_51.jpg,A woman buttons her coat.,A woman folds her coat.,woman,buttons,coat,folds
184,counting_3.jpg,A homo counts the ballot.,A homo reads the ballot.,homo,counts,ballot,reads
185,lecturing_116.jpg,A man lectures people.,A man reads people.,man,lectures,people,reads
186,training_180.jpg,A man trains people.,A man sells people.,man,trains,people,sells
187,teaching_7.jpg,A coach teaches a boxer.,A coach works a boxer.,coach,teaches,boxer,works
188,scolding_30.jpg,A girl scolds a male child.,A girl guards a male child.,girl,scolds,child,guards
189,punting_194.jpg,A football player punts a football.,A football player drives a football.,football,punts,football,drives
190,scolding_147.jpg,A woman scolds another woman.,A woman chases another woman.,woman,scolds,woman,chases
191,educating_58.jpg,A man educates a student.,A man butts a student.,man,educates,student,butts
192,kneading_209.jpg,A person kneads the meat.,A person sells the meat.,person,kneads,meat,sells
193,folding_204.jpg,A person folds a sheet.,A person reads a sheet.,person,folds,sheet,reads
194,counting_133.jpg,A person counts a bill.,A person pays a bill.,person,counts,bill,pays
195,speaking_84.jpg,A baby speaks on a telephone.,A baby sits on a telephone.,baby,speaks,telephone,sits
196,offering_207.jpg,A man offers me a hand.,A man asks me a hand.,man,offers,hand,asks
197,pouncing_246.jpg,A lion pounces upon a lion.,A lion sits upon a lion.,lion,pounces,lion,sits
198,working_173.jpg,A woman works on paper.,A woman types on paper.,woman,works,paper,types
199,typing_179.jpg,A man types a laptop.,A man reads a laptop.,man,types,laptop,reads
200,training_257.jpg,A woman trains people.,A woman sells people.,woman,trains,people,sells
201,reassuring_52.jpg,A soccer player reassures the goalkeeper.,A soccer player works the goalkeeper.,soccer,reassures,goalkeeper,works
202,aiming_153.jpg,A woman aims a shotgun.,A woman hauls a shotgun.,woman,aims,shotgun,hauls
203,training_37.jpg,A trainer trains an elephant.,A trainer drives an elephant.,trainer,trains,elephant,drives
204,skating_27.jpg,A person skates on an ice skate.,A person lands on an ice skate.,person,skates,skate,lands
205,training_95.jpg,A coach trains with a player.,A coach works with a player.,coach,trains,player,works
206,bothering_126.jpg,The police bother a young buck.,The police arrests a young buck.,police,bother,buck,arrests
207,typing_122.jpg,A person types on a keyboard.,A person works on a keyboard.,person,types,keyboard,works
208,coaching_90.jpg,A woman coaches people.,A woman reads people.,woman,coaches,people,reads
209,rowing_37.jpg,The people row in a canoe.,The people land in a canoe.,people,row,canoe,land
210,climbing_191.jpg,A figure climbs the stairs.,A figure descends the stairs.,figure,climbs,stairs,descends
211,foraging_102.jpg,A man forages a berry.,A man bites a berry.,man,forages,berry,bites
212,tackling_109.jpg,An athlete tackles the opposition.,An athlete coaches the opposition.,athlete,tackles,opposition,coaches
213,tugging_54.jpg,A man tugs a bandage.,A man ties a bandage.,man,tugs,bandage,ties
214,slipping_64.jpg,A man slips into the ground.,A man smashes into the ground.,man,slips,ground,smashes
215,sniffing_62.jpg,A dog sniffs the grass.,A dog bites the grass.,dog,sniffs,grass,bites
216,slipping_130.jpg,A tennis player slips into the ground.,A tennis player smashes into the ground.,tennis,slips,ground,smashes
217,providing_246.jpg,A nurse provides for a patient.,A nurse works for a patient.,nurse,provides,patient,works
218,ducking_71.jpg,A boxer ducks for a punch.,A boxer aims for a punch.,boxer,ducks,punch,aims
219,aiming_80.jpg,A person aims a gun.,A person chases a gun.,person,aims,gun,chases
220,tilling_110.jpg,A farmer tills a tiller.,A farmer drives a tiller.,farmer,tills,tiller,drives
221,asking_129.jpg,A nurse asks a patient.,A nurse guards a patient.,nurse,asks,patient,guards
222,wrinkling_59.jpg,A woman wrinkles her brow.,A woman arches her brow.,woman,wrinkles,brow,arches
223,camouflaging_240.jpg,A hunter camouflages the vegetation.,A hunter hunts the vegetation.,hunter,camouflages,vegetation,hunts
224,leading_135.jpg,A woman leads the people.,A woman pays the people.,woman,leads,people,pays
225,reassuring_106.jpg,A man reassures a male child.,A man guards a male child.,man,reassures,child,guards
226,talking_282.jpg,A woman talks to people.,A woman complains to people.,woman,talks,people,complains
227,deflecting_190.jpg,A soccer player deflects a soccer ball.,A soccer player aims a soccer ball.,soccer,deflects,ball,aims
228,nuzzling_4.jpg,A mother nuzzles her baby.,A mother ignores her baby.,mother,nuzzles,baby,ignores
229,slipping_131.jpg,A soccer player slips to the ground.,A soccer player descends to the ground.,soccer,slips,ground,descends
230,working_210.jpg,A colleague works on an undertaking.,A colleague counts on an undertaking.,colleague,works,undertaking,counts
231,punting_35.jpg,A punter punts a football.,A punter aims a football.,punter,punts,football,aims
232,coaching_59.jpg,A man coaches a man.,A man chases a man.,man,coaches,man,chases
233,calling_72.jpg,A man calls on a cellular telephone.,A man talks on a cellular telephone.,man,calls,telephone,talks
234,unveiling_61.jpg,A man unveils the display.,A man adjusts the display.,man,unveils,display,adjusts
235,speaking_241.jpg,A woman speaks to a female child.,A woman educates to a female child.,woman,speaks,child,educates
236,kicking_339.jpg,A man kicks a sandbag.,A man swings a sandbag.,man,kicks,sandbag,swings
237,blocking_273.jpg,A gate blocks the truck.,A gate drives the truck.,gate,blocks,truck,drives
238,scolding_171.jpg,A parent scolds the lass.,A parent ignores the lass.,parent,scolds,lass,ignores
239,rehabilitating_7.jpg,A man rehabilitates his leg.,A man stretches his leg.,man,rehabilitates,leg,stretches
240,shopping_20.jpg,A woman shops for an apple.,A woman asks for an apple.,woman,shops,apple,asks
241,tripping_3.jpg,A person trips across a rug.,A person stretches across a rug.,person,trips,rug,stretches
242,drooling_196.jpg,A dog drools on the floor.,A dog lands on the floor.,dog,drools,floor,lands
243,floating_74.jpg,A woman floats on water.,A woman slips on water.,woman,floats,water,slips
244,providing_228.jpg,A doctor provides for a woman.,A doctor speaks for a woman.,doctor,provides,woman,speaks
245,embracing_52.jpg,A girl embraces a young buck.,A girl chases a young buck.,girl,embraces,buck,chases
246,eating_252.jpg,A koala eats a leaf.,A koala sucks a leaf.,koala,eats,leaf,sucks
247,educating_7.jpg,A woman educates a male child.,A woman rams a male child.,woman,educates,child,rams
248,restraining_73.jpg,The people restrain the feline.,The people hunt the feline.,people,restrain,feline,hunt
249,packaging_50.jpg,A person packages you a chocolate.,A person slips you a chocolate.,person,packages,chocolate,slips
250,kicking_154.jpg,A soccer player kicks a soccer ball.,A soccer player aims a soccer ball.,soccer,kicks,ball,aims
251,speaking_142.jpg,A man speaks to a woman.,A man smells to a woman.,man,speaks,woman,smells
252,emerging_36.jpg,A bee emerges from a compartment.,A bee erupts from a compartment.,bee,emerges,compartment,erupts
253,confronting_67.jpg,A man confronts the people.,A man speak to the people.,man,confronts,people,speak
254,typing_77.jpg,A man types on a laptop.,A man chews on a laptop.,man,types,laptop,chews
255,counting_14.jpg,A young buck counts the cash.,A young buck reads the cash.,young,counts,cash,reads
256,rowing_188.jpg,A man rows in a canal boat.,A man floats in a canal boat.,man,rows,boat,floats
257,caressing_51.jpg,A man caresses a man.,A man chases a man.,man,caresses,man,chases
258,scolding_86.jpg,A man scolds a male child.,A man baptizes a male child.,man,scolds,child,baptizes
259,lecturing_284.jpg,A woman lectures people.,A woman reads people.,woman,lectures,people,reads
260,training_104.jpg,A woman trains a child.,A woman sucks a child.,woman,trains,child,sucks
261,selling_270.jpg,A person sells such a merchandise.,A person displays such a merchandise.,person,sells,merchandise,displays
262,asking_52.jpg,A policeman asks about the people.,A policeman talks about the people.,policeman,asks,people,talks
